N_iter trunc_error
2440 0.0012394579263927071
2460 0.0012390643087813364
2480 0.001238675412146601
2500 0.001238291148329077
2520 0.001237911431864343
2540 0.0012375361799093546
2560 0.0012371653121497146
2580 0.0012367987506918612
2600 0.0012364364199437593
2620 0.001236078246487329
2640 0.0012357241589457384
2660 0.0012353740878480947
2680 0.0012350279654939245
2700 0.0012346857258195081
2720 0.0012343473042677566
2740 0.001234012637663079
2760 0.001233681664092476
2780 0.001233354322793748
2800 0.0012330305540515858
2820 0.0012327102991020271
2840 0.001232393500045633
2860 0.0012320800997695806
2880 0.0012317700418786
2900 0.001231463270634816
2920 0.0012311597309061233
2940 0.0012308593681229498
2960 0.001230562128242945
2980 0.0012302679577231982
3000 0.0012299768034995406
3020 0.0012296886129723533
3040 0.0012294033339984487
3060 0.0012291209148883866
3080 0.001228841304408756
3100 0.0012285644517888395
3120 0.0012282903067311524
3140 0.0012280188194252826
3160 0.0012277499405646045
3180 0.0012274836213653528
3200 0.0012272198135875978
3220 0.0012269584695577091
3240 0.001226699542191958
3260 0.0012264429850208107
3280 0.0012261887522136816
3300 0.0012259367986037198
3320 0.0012256870797125055
3340 0.001225439551774286
3360 0.0012251941717596252
3380 0.001224950897398203
3400 0.0012247096872006983
3420 0.0012244705004795119
3440 0.0012242332973682966
3460 0.0012239980388401679
3480 0.0012237646867244859
3500 0.0012235332037222367
3520 0.0012233035534198603
3540 0.0012230757003015972
3560 0.0012228496097602712
3580 0.0012226252481065156
3600 0.0012224025825764884
3620 0.0012221815813380096
3640 0.0012219622134952463
3660 0.0012217444490918612
3680 0.0012215282591127225
3700 0.0012213136154842386
3720 0.0012211004910732603
3740 0.0012208888596846794
3760 0.0012206786960577134
3780 0.0012204699758609884
3800 0.0012202626756863627
3820 0.001220056773041652
3840 0.0012198522463422292
3860 0.0012196490749015261
3880 0.0012194472389205962
3900 0.0012192467194766352
3920 0.001219047498510621
3940 0.0012188495588140405
3960 0.001218652884014801
3980 0.0012184574585623136
4000 0.0012182632677118334
4020 0.0012180702975080468
4040 0.0012178785347680102
4060 0.0012176879670633802
4080 0.0012174985827020663
4100 0.00121731037070927
4120 0.0012171233208079755
4140 0.001216937423398911
4160 0.0012167526695400206
4180 0.0012165690509254514
4200 0.0012163865598641206
4220 0.0012162051892578712
4240 0.0012160249325792365
4260 0.0012158457838488607
4280 0.0012156677376125998
4300 0.0012154907889183207
4320 0.0012153149332924365
4340 0.001215140166716196
4360 0.001214966485601791
4380 0.0012147938867682474
4400 0.0012146223674172171
4420 0.0012144519251086083
4440 0.001214282557736157
4460 0.0012141142635029435
4480 0.0012139470408968932
4500 0.0012137808886662808
4520 0.0012136158057952987
4540 0.0012134517914796931
4560 0.0012132888451025386
4580 0.0012131269662101628
4600 0.0012129661544882466
4620 0.0012128064097381814
4640 0.0012126477318536763
4660 0.0012124901207976606
4680 0.0012123335765795394
4700 0.001212178099232835
4720 0.0012120236887932156
4740 0.001211870345276993
4760 0.0012117180686600927
4780 0.0012115668588575641
4800 0.001211416715703633
4820 0.0012112676389323359
4840 0.001211119628158788
4860 0.0012109726828610982
4880 0.0012108268023629637
4900 0.0012106819858169826
4920 0.0012105382321886884
4940 0.0012103955402413568
4960 0.0012102539085215973
4980 0.0012101133353457471
5000 0.0012099738187870857
5020 0.0012098353566639011
5040 0.0012096979465283997
5060 0.0012095615856565064
5080 0.0012094262710385258
5100 0.001209291999370696
5120 0.001209158767047647
5140 0.0012090265701557418
5160 0.0012088954044673277
5180 0.001208765265435895
5200 0.001208636148192104
5220 0.0012085080475407281
5240 0.001208380957958479
5260 0.0012082548735926975
5280 0.001208129788260896
5300 0.0012080056954511908
5320 0.0012078825883235294
5340 0.001207760459711753
5360 0.001207639302126465
5380 0.0012075191077586726
5400 0.0012073998684841846
5420 0.0012072815758687634
5440 0.0012071642211739864
5460 0.001207047795363769
5480 0.001206932289111601
5500 0.0012068176928083881
5520 0.0012067039965709047
5540 0.0012065911902508434
5560 0.0012064792634444432
5580 0.0012063682055025776
5600 0.0012062580055414065
5620 0.001206148652453494
5640 0.0012060401349193294
5660 0.001205932441419306
5680 0.0012058255602460685
5700 0.0012057194795172198
5720 0.0012056141871883785
5740 0.0012055096710665181
5760 0.0012054059188236195
5780 0.0012053029180105694
5800 0.001205200656071282
5820 0.0012050991203570636
5840 0.0012049982981411661
5860 0.001204898176633486
5880 0.0012047987429954759
5900 0.0012046999843551623
5920 0.0012046018878223027
5940 0.0012045044405036905
5960 0.0012044076295185213
5980 0.00120431144201393
6000 0.0012042158651805485
6020 0.0012041208862682666
6040 0.0012040264926019705
6060 0.0012039326715974734
6080 0.001203839410777526
6100 0.001203746697787908
6120 0.001203654520413667
6140 0.0012035628665954604
6160 0.0012034717244460513
6180 0.0012033810822669306
6200 0.0012032909285650943
6220 0.0012032012520699787
6240 0.0012031120417505593
6260 0.001203023286832622
6280 0.0012029349768161845
6300 0.0012028471014930897
6320 0.0012027596509647392
6340 0.0012026726156599491
6360 0.001202585986352893
6380 0.0012024997541810883
6400 0.0012024139106633787
6420 0.001202328447717825
6440 0.001202243357679434
6460 0.0012021586333175736
6480 0.0012020742678530082
6500 0.0012019902549743541
6520 0.001201906588853766
6540 0.0012018232641617334
6560 0.0012017402760806626
6580 0.001201657620317086
6600 0.0012015752931121566
6620 0.0012014932912502241
6640 0.0012014116120651161
6660 0.0012013302534438497
6680 0.0012012492138274776
6700 0.0012011684922087068
6720 0.0012010880881260678
6740 0.0012010080016542882
6760 0.0012009282333906614
6780 0.0012008487844372342
6800 0.0012007696563786448
6820 0.0012006908512555519
6840 0.0012006123715336552
6860 0.0012005342200684074
6880 0.001200456400065576
6900 0.0012003789150380076
6920 0.0012003017687588719
6940 0.001200224965211938
6960 0.0012001485085394237
6980 0.0012000724029880647
7000 0.0011999966528540797
7020 0.001199921262427837
7040 0.0011998462359390006
7060 0.001199771577502883
7080 0.0011996972910688338
7100 0.0011996233803714012
7120 0.0011995498488848806
7140 0.0011994766997819061
7160 0.0011994039358965204
7180 0.00119933155969216
7200 0.0011992595732347531
7220 0.0011991879781711688
7240 0.0011991167757129664
7260 0.0011990459666253823
7280 0.0011989755512213788
7300 0.0011989055293604915
7320 0.0011988359004520349
7340 0.0011987666634623525
7360 0.0011986978169255707
7380 0.0011986293589574084
7400 0.0011985612872715142
7420 0.0011984935991978655
7440 0.0011984262917027109
7460 0.0011983593614096153
7480 0.0011982928046212042
7500 0.0011982266173411892
7520 0.001198160795296373
7540 0.0011980953339583037
7560 0.0011980302285643676
7580 0.0011979654741381088
7600 0.0011979010655085776
7620 0.0011978369973286549
7640 0.0011977732640922267
7660 0.0011977098601501158
7680 0.0011976467797248477
7700 0.0011975840169241236
7720 0.001197521565753108
7740 0.0011974594201254885
7760 0.0011973975738734047
7780 0.0011973360207562446
7800 0.0011972747544683772
7820 0.0011972137686459025
7840 0.001197153056872418
7860 0.0011970926126839245
7880 0.001197032429572867
7900 0.0011969725009914134
7920 0.0011969128203539916
7940 0.0011968533810391246
7960 0.0011967941763906407
7980 0.0011967351997182682
8000 0.001196676444297662
8020 0.0011966179033698874
8040 0.0011965595701403978
8060 0.001196501437777514
8080 0.0011964434994104376
8100 0.0011963857481268067
8120 0.0011963281769698066
8140 0.0011962707789348512
8160 0.0011962135469658236
8180 0.0011961564739508947
8200 0.0011960995527179178
8220 0.0011960427760293764
8240 0.0011959861365769002
8260 0.0011959296269753337
8280 0.001195873239756339
8300 0.001195816967361519
8320 0.001195760802135051
8340 0.0011957047363158008
8360 0.0011956487620289006
8380 0.001195592871276763
8400 0.0011955370559295043
8420 0.0011954813077147313
8440 0.0011954256182066735
8460 0.0011953699788146233
8480 0.0011953143807706254
8500 0.0011952588151163907
8520 0.0011952032726893645
8540 0.001195147744107927
8560 0.0011950922197556315
8580 0.001195036689764458
8600 0.0011949811439970002
8620 0.0011949255720275242
8640 0.001194869963121814
8660 0.0011948143062157574
8680 0.0011947585898925625
8700 0.0011947028023585422
8720 0.001194646931417399
8740 0.0011945909644428714
8760 0.0011945348883497008
8780 0.0011944786895628273
8800 0.001194422353984688
8820 0.001194365866960593
8840 0.0011943092132420282
8860 0.0011942523769479091
8880 0.0011941953415235927
8900 0.0011941380896977568
8920 0.001194080603437001
8940 0.001194022863898224
8960 0.0011939648513788292
8980 0.0011939065452648192
9000 0.0011938479239769432
9020 0.0011937889649151043
9040 0.001193729644401317
9060 0.0011936699376216605
9080 0.0011936098185677192
9100 0.0011935492599782435
9120 0.0011934882332818896
9140 0.0011934267085421451
9160 0.0011933646544057739
9180 0.0011933020380564478
9200 0.0011932388251755285
9220 0.0011931749799123557
9240 0.0011931104648668508
9260 0.001193045241087639
9280 0.001192979268089425
9300 0.0011929125038938463
9320 0.0011928449050985072
9340 0.0011927764269793711
9360 0.0011927070236319856
9380 0.0011926366481573526
9400 0.0011925652528981283
9420 0.0011924927897307273
9440 0.001192419210418142
9460 0.0011923444670272085
9480 0.0011922685124123459
9500 0.001192191300765487
9520 0.0011921127882288907
9540 0.0011920329335637838
9560 0.0011919516988635795
9580 0.0011918690502956235
9600 0.0011917849588506198
9620 0.0011916994010744571
9640 0.0011916123597532572
9660 0.0011915238245202146
9680 0.0011914337923521218
9700 0.0011913422679254938
9720 0.001191249263806444
9740 0.001191154800455526
9760 0.0011910589060379444
9780 0.001190961616040135
9800 0.0011908629727050788
9820 0.001190763024309158
9840 0.0011906618243125392
9860 0.00119055943042111
9880 0.0011904559036012854
9900 0.0011903513070886285
9920 0.0011902457054280087
9940 0.001190139163576966
9960 0.00119003174609684
9980 0.0011899235164478561
9999 0.0011898200022914703
